"Data Source","World Development Indicators",

"Last Updated Date","2022-04-27",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"New Zealand","NZL","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.531421192","1.7347610159","1.9587788215","1.4784749975","1.8347686399","1.6473220721","1.5563703919","1.7207965023","1.5150795725","1.6540313139","1.6912406663","1.5437235505","1.397580932","1.3344053056","1.9795297768","0.95426151333","1.105695252","0.91081566275","1.5308040548","1.3055898394","1.4103371543","1.2221651878","0.95159907574","","","","",
"New Zealand","NZL","Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports)","TX.VAL.MRCH.R6.ZS","0.272221564682211","0.341124447252053","0.279933833821097","0.26525198938992","0.346636687277497","1.28578603716725","1.05898745935903","0.396502643350956","0.280758046726161","0.259972581669843","0.537470174946129","1.56718086295551","0.713151064972257","0.783719018788419","0.881318030846131","1.22174171275845","0.764248334238897","0.557188514403949","0.49427491635039","0.386099563854436","0.570499256151764","0.790489907900804","0.641065296044201","0.558081661211386","0.355609941504204","0.446497869542392","0.271077541646602","0.287620164385986","0.271166422877079","0.330060743235688","0.204539228829553","0.207560235862624","0.281354784381283","0.296982864352218","0.324394031535946","0.40306113633639","0.504536675029655","0.48442089849293","0.577017150713984","0.384154630015652","0.452057866868383","0.505935239016133","0.604273064005247","0.725544907132383","0.87065220099621","0.991202783778781","1.42762082098865","1.45977447783941","1.80869666829465","1.65446462577107","1.69512619341386","1.8023662001553","1.747203616293","1.78874925618834","1.59319114066571","1.57479144882881","1.24642234798437","1.36197404326387","1.04500162221009","0.90066146774453","1.08288944725988","",
"New Zealand","NZL","Agricultural raw materials exports (% of merchandise exports)","TX.VAL.AGRI.ZS.UN","","","","","42.7723086660202","37.2852987106533","40.4963337481038","28.8146869556964","31.4769434220884","32.0737027663399","28.8138145947901","27.3524087871906","29.1781271759403","33.4381119463665","31.5109309150731","26.9772833061559","29.9493699162453","29.8526639842527","28.8933429364984","28.6817187344635","26.3895259321048","22.9242868813322","20.8354227126941","21.5308820220851","20.8886466784953","20.7694691874575","22.0876832466712","23.8791249770089","25.010056731143","21.9188003226966","18.6614547176669","17.5061070426626","16.9296990654832","18.196422444401","18.9173444545035","18.6812670244225","16.9123791849891","15.7826258710504","13.6394019126421","13.2214806623413","14.435514586955","12.7654814808232","13.4068917196573","12.4775436541494","11.6856677262391","10.7349606843075","10.9094870249616","10.0963254042857","8.91239512881453","9.86589624298316","10.703726027626","10.8797036194078","11.0835649509324","12.4117825546278","11.5373466298408","11.870776695632","12.4174852318692","12.215539520793","12.7299140279446","11.540117696627","10.4874509255767","11.9070558310446",
"New Zealand","NZL","Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports)","TM.VAL.MRCH.R3.ZS","","0.928831429647295","","","","","","","","0.662606916145952","0.864601897789124","1.11177081787146","1.07011869066287","1.08291994094831","0.97944721609174","1.6210533670841","1.01392144874013","0.68791711669895","0.559733574843229","0.809793960478892","0.585545108524923","0.651777678355375","0.876478379109192","0.936323646604544","1.1077057793345","1.04550828909965","0.825148198548579","0.963536045294993","1.24182634746759","1.17017092226615","1.04299467992534","1.21575156938856","1.10672950530602","0.934098562228291","0.830445442932304","0.898937232729467","0.917695575323681","0.981872536025441","1.27027281706913","1.31832502552967","1.57211098270628","1.14867413940447","1.056197262718","0.929110353092934","0.908409371291404","1.01100635404055","0.905786528280254","1.01951396444113","1.05522885995203","1.16873254558569","1.24537223194424","1.33644298220587","1.40089990767033","1.38311917322894","1.48802954296274","1.66391369324969","1.79992159139014","1.74964178335359","1.88948311984831","1.88448673199775","2.12224116642541","",
"New Zealand","NZL","Tariff rate, applied, weighted mean, primary products (%)","TM.TAX.TCOM.WM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.66","9.72","","","1.58","1.5","1.33","1.17","0.77","4.52","4.18","4.62","4.37","6.44","7.88","0.47","0.4","0.48","13.44","0.98","1.09","0.44","0.48","0.56","0.51","0.57","","0.54","0.67","",
"New Zealand","NZL","Tariff rate, applied, weighted mean, manufactured products (%)","TM.TAX.MANF.WM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.09","8.86","","","5.57","4.76","4.14","3.4","2.82","3.35","3.76","4.12","4.35","3.46","3.32","3.41","2.48","2.15","2.28","2.65","2.9","1.79","1.65","1.57","1.5","1.56","","1.02","0.91","",
"New Zealand","NZL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2318000000","2553000000","2211000000","1857000000","2234000000","2272000000","2340000000","3159000000","4232000000","5098000000","6486000000","6148000000","7190000000","6961000000","5979000000","6523000000","7295000000","7142000000","7434000000","8582000000","9464000000","9773000000","10594000000","10961000000","","","",
"New Zealand","NZL","Population, male (% of total population)","SP.POP.TOTL.MA.ZS","50.2508430628185","50.2332034137713","50.2168988112347","50.2000643430957","50.1790325730778","50.1518474680096","50.117712783807","50.0781077717048","50.03655701268","49.9978373375029","49.9660267152428","49.9420896560108","49.9243434537546","49.9097815891553","49.8937109140664","49.8726084482625","49.8453953484781","49.8128686660223","49.7767627433797","49.7398176443027","49.7047616323599","49.6733624597647","49.6448371149527","49.6146756010762","49.576846866237","49.5276042045949","49.4638185407792","49.3890056968947","49.3141325863309","49.2540515258159","49.2187718407675","49.2129670872397","49.2303024040347","49.2578566312608","49.2777522636998","49.2784644103033","49.2574015051574","49.2194635102489","49.170977828612","49.1218995277267","49.0797337750376","49.0450342008746","49.0164770809058","48.9962392536786","48.9858031806032","48.9860962292699","48.9976783865384","49.0194058840844","49.047136196062","49.0758760938886","49.1014539846135","49.1228816608784","49.140711054497","49.1544906638657","49.1642733193184","49.1699582644115","49.1711890180104","49.168093178498","49.1622306025282","49.1560009048597","49.1507357690929","",
"New Zealand","NZL","Population ages 70-74, male (% of male population)","SP.POP.7074.MA.5Y","2.18343285096846","2.05414372354098","1.93196132701056","1.83009160299334","1.76416802070913","1.74279005824736","1.77895714911999","1.83161685442156","1.89176222478131","1.94900365433679","2.0007981605382","2.01702393589939","2.0367462107564","2.06721273129049","2.10935966173295","2.15847179364427","2.20641621291258","2.25523351507047","2.31031387600851","2.37295069615574","2.44057761594358","2.47959065540172","2.51607132027412","2.54513546122628","2.5626417314656","2.56999848024128","2.56999956989512","2.55597814753047","2.53976946034006","2.54094612382332","2.57201621485884","2.59864159772354","2.65818872768873","2.7391198115029","2.82329496988743","2.89941102866224","2.93467593555902","2.96785567513803","3.00018595971876","3.02489367045278","3.03529651533303","2.99872016345177","2.94606979638859","2.89328729134581","2.85962717133599","2.85395814286871","2.85306815993291","2.88754678281689","2.95818593317584","3.05040825445064","3.14564096780493","3.15818813404712","3.18238992565012","3.24174772799413","3.35488818301123","3.51984895289077","3.68635574784288","3.8804912673483","4.07684268443355","4.23973337439105","4.35058685837219","",
"New Zealand","NZL","Population ages 45-49, male (% of male population)","SP.POP.4549.MA.5Y","5.87074366052115","5.7499271157976","5.62280892851832","5.50657203254721","5.42479349565368","5.39112572334745","5.39028729346247","5.4273932745157","5.48688450728087","5.54393674947859","5.58030673792356","5.59004175077036","5.57025133543959","5.50599895845132","5.4065806065669","5.29906646615289","5.23194540623602","5.1546265816274","5.05966636147555","4.96084304321982","4.88262580601848","4.85320665566634","4.86947106151576","4.92041555022799","4.99019152951187","5.06641839822373","5.10700395082058","5.17286824976592","5.28634924111747","5.45684535585508","5.67286881031246","5.85289891347866","6.07137866433032","6.30567672656587","6.51207779253271","6.66245525838867","6.73682232966389","6.74236513401726","6.71379079424148","6.70277365895741","6.73997601879214","6.77233361733566","6.86963289821695","7.02706954251483","7.20027296009109","7.33985668503684","7.33320819021105","7.31556509980174","7.31740212256227","7.33415782319594","7.33105193816838","7.21337154124704","7.04716294583288","6.86421542915416","6.70670367551676","6.59720462361407","6.51894181446136","6.4758047284093","6.44386873994619","6.38365199845864","6.27395668567942","",
